@relation ./ressources/ARFF/2014_05_13_10_10_17.arff

@attribute Time numeric
@attribute Number_of_rooms numeric
@attribute _____Separator_____1 numeric
@attribute Human?1 numeric
@attribute Temperature1 numeric
@attribute Luminosite1 numeric
@attribute Hauteur1 numeric
@attribute Volume1 numeric
@attribute _Fenetre_1.5 numeric
@attribute Open?1.6 numeric
@attribute _Porte_1.7 numeric
@attribute Open?1.8 numeric
@attribute _Fenetre_1.9 numeric
@attribute Open?1.10 numeric
@attribute _____Separator_____2 numeric
@attribute Human?2 numeric
@attribute Temperature2 numeric
@attribute Luminosite2 numeric
@attribute Hauteur2 numeric
@attribute Volume2 numeric
@attribute _Thermique_2.5 numeric
@attribute Power2.6 numeric
@attribute _Thermique_2.7 numeric
@attribute Power2.8 numeric
@attribute _Thermique_2.9 numeric
@attribute Power2.10 numeric
@attribute _Fenetre_2.11 numeric
@attribute Open?2.12 numeric
@attribute _Fenetre_2.13 numeric
@attribute Open?2.14 numeric
@attribute _Porte_2.15 numeric
@attribute Open?2.16 numeric
@attribute _Porte_2.17 numeric
@attribute Open?2.18 numeric
@attribute _____Separator_____3 numeric
@attribute Human?3 numeric
@attribute Temperature3 numeric
@attribute Luminosite3 numeric
@attribute Hauteur3 numeric
@attribute Volume3 numeric
@attribute _Lampe_3.5 numeric
@attribute Power3.6 numeric
@attribute _Lampe_3.7 numeric
@attribute Power3.8 numeric
@attribute _Porte_3.9 numeric
@attribute Open?3.10 numeric
@attribute _Porte_3.11 numeric
@attribute Open?3.12 numeric
@attribute _Porte_3.13 numeric
@attribute Open?3.14 numeric
@attribute _Porte_3.15 numeric
@attribute Open?3.16 numeric
@attribute _____Separator_____4 numeric
@attribute Human?4 numeric
@attribute Temperature4 numeric
@attribute Luminosite4 numeric
@attribute Hauteur4 numeric
@attribute Volume4 numeric
@attribute _Porte_4.5 numeric
@attribute Open?4.6 numeric
@attribute _Porte_4.7 numeric
@attribute Open?4.8 numeric
@attribute _____Separator_____5 numeric
@attribute Human?5 numeric
@attribute Temperature5 numeric
@attribute Luminosite5 numeric
@attribute Hauteur5 numeric
@attribute Volume5 numeric
@attribute _Porte_5.5 numeric
@attribute Open?5.6 numeric
@attribute _Porte_5.7 numeric
@attribute Open?5.8 numeric
@attribute _Porte_5.9 numeric
@attribute Open?5.10 numeric

@data
28866000,5,95,0,6.108985,0,0,0,102,1,112,0,102,1,95,0,18,46.13336,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,1,95,1,18,0,3,30,108,396,108,0,112,0,112,0,112,0,112,0,95,0,18,11.53334,3,84,112,0,112,1,95,0,18,23.06668,3,27,112,1,112,0,112,1
28866500,5,95,0,6.108985,0,0,0,102,1,112,0,102,1,95,0,18,46.13336,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,1,95,1,18,39.6,3,30,108,396,108,396,112,0,112,0,112,0,112,0,95,0,18,11.53334,3,84,112,0,112,1,95,0,18,23.06668,3,27,112,1,112,0,112,1
28867000,5,95,0,6.108985,0,0,0,102,1,112,0,102,1,95,0,18,46.13336,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,1,95,1,18,79.2,3,30,108,0,108,396,112,0,112,0,112,0,112,0,95,0,18,11.53334,3,84,112,0,112,1,95,0,18,23.06668,3,27,112,1,112,0,112,1
28867500,5,95,0,6.108985,0,0,0,102,1,112,0,102,1,95,0,18,46.13336,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,1,95,1,18,39.6,3,30,108,0,108,0,112,0,112,0,112,0,112,0,95,0,18,11.53334,3,84,112,0,112,1,95,0,18,23.06668,3,27,112,1,112,0,112,1
28868000,5,95,0,6.108985,0,0,0,102,1,112,0,102,1,95,0,18,46.13336,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,1,95,1,18,0,3,30,108,0,108,0,112,0,112,0,112,0,112,0,95,0,18,11.53334,3,84,112,0,112,1,95,0,18,23.06668,3,27,112,1,112,0,112,1
28873000,5,95,0,6.108985,0,0,0,102,1,112,0,102,1,95,0,18,46.13336,3,30,116,0,116,0,116,0,102,1,102,1,112,1,112,1,95,1,18,0,3,30,108,0,108,0,112,0,112,1,112,0,112,0,95,0,18,11.53334,3,84,112,0,112,1,95,0,18,23.06668,3,27,112,1,112,0,112,1
28873500,5,95,0,6.108985,0,0,0,102,1,112,0,102,1,95,1,18,46.13336,3,30,116,0,116,0,116,0,102,1,102,1,112,1,112,1,95,0,18,23.06668,3,30,108,0,108,0,112,0,112,1,112,0,112,0,95,0,18,11.53334,3,84,112,0,112,1,95,0,18,23.06668,3,27,112,1,112,0,112,1
28874000,5,95,0,6.108985,0,0,0,102,1,112,0,102,1,95,1,18,46.13336,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,1,95,0,18,23.06668,3,30,108,0,108,0,112,0,112,0,112,0,112,0,95,0,18,11.53334,3,84,112,0,112,1,95,0,18,23.06668,3,27,112,1,112,0,112,1
28874500,5,95,0,6.108985,0,0,0,102,1,112,0,102,1,95,1,18,46.13336,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,1,95,0,18,0,3,30,108,0,108,0,112,0,112,0,112,0,112,0,95,0,18,11.53334,3,84,112,0,112,1,95,0,18,23.06668,3,27,112,1,112,0,112,1
28879000,5,95,0,6.108985,0,0,0,102,1,112,0,102,1,95,1,18,46.13336,3,30,116,0,116,0,116,0,102,1,102,1,112,1,112,1,95,0,18,0,3,30,108,0,108,0,112,0,112,1,112,0,112,0,95,0,18,11.53334,3,84,112,0,112,1,95,0,18,23.06668,3,27,112,1,112,0,112,1
28879500,5,95,0,6.108985,0,0,0,102,1,112,0,102,1,95,0,18,46.13336,3,30,116,0,116,0,116,0,102,1,102,1,112,1,112,1,95,1,18,23.06668,3,30,108,0,108,0,112,0,112,1,112,0,112,0,95,0,18,11.53334,3,84,112,0,112,1,95,0,18,23.06668,3,27,112,1,112,0,112,1
28880000,5,95,0,6.108985,0,0,0,102,1,112,0,102,1,95,0,18,46.13336,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,1,95,1,18,23.06668,3,30,108,0,108,0,112,0,112,0,112,0,112,0,95,0,18,11.53334,3,84,112,0,112,1,95,0,18,23.06668,3,27,112,1,112,0,112,1
28880500,5,95,0,6.108985,0,0,0,102,1,112,0,102,1,95,0,18,46.13336,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,1,95,1,18,0,3,30,108,0,108,0,112,0,112,0,112,0,112,0,95,0,18,11.53334,3,84,112,0,112,1,95,0,18,23.06668,3,27,112,1,112,0,112,1
28885500,5,95,0,6.108985,0,0,0,102,1,112,0,102,1,95,0,18,46.13336,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,1,95,1,18,0,3,30,108,0,108,0,112,0,112,0,112,1,112,0,95,0,18,11.53334,3,84,112,0,112,1,95,0,18,23.06668,3,27,112,1,112,1,112,1
28886000,5,95,0,6.108985,0,0,0,102,1,112,0,102,1,95,0,18,46.13336,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,1,95,0,18,11.53334,3,30,108,0,108,0,112,0,112,0,112,1,112,0,95,0,18,11.53334,3,84,112,0,112,1,95,1,18,23.06668,3,27,112,1,112,1,112,1
28893500,5,95,0,6.108985,0,0,0,102,1,112,0,102,1,95,0,18,46.13336,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,1,95,0,18,11.53334,3,30,108,0,108,0,112,0,112,0,112,1,112,0,95,1,18,11.53334,3,84,112,0,112,1,95,0,18,23.06668,3,27,112,1,112,1,112,1
28894000,5,95,0,6.108985,0,0,0,102,1,112,0,102,1,95,0,18,46.13336,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,1,95,0,18,11.53334,3,30,108,0,108,0,112,0,112,0,112,1,112,0,95,1,18,11.53334,3,84,112,0,112,0,95,0,18,23.06668,3,27,112,1,112,1,112,0
28894500,5,95,0,6.108985,0,0,0,102,1,112,0,102,1,95,0,18,46.13336,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,1,95,0,18,11.53334,3,30,108,0,108,0,112,0,112,0,112,1,112,0,95,1,18,0,3,84,112,0,112,0,95,0,18,23.06668,3,27,112,1,112,1,112,0
28907000,5,95,0,6.108985,0,0,0,102,1,112,0,102,1,95,0,18,46.13336,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,1,95,0,18,11.53334,3,30,108,0,108,0,112,0,112,0,112,1,112,0,95,1,18,0,3,84,112,0,112,1,95,0,18,23.06668,3,27,112,1,112,1,112,1
28907500,5,95,0,6.108985,0,0,0,102,1,112,0,102,1,95,0,18,46.13336,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,1,95,0,18,11.53334,3,30,108,0,108,0,112,0,112,0,112,1,112,0,95,0,18,11.53334,3,84,112,0,112,1,95,1,18,23.06668,3,27,112,1,112,1,112,1
28917000,5,95,0,6.108985,0,0,0,102,1,112,0,102,1,95,1,18,46.13336,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,1,95,0,18,11.53334,3,30,108,0,108,0,112,0,112,0,112,1,112,0,95,0,18,11.53334,3,84,112,0,112,1,95,0,18,23.06668,3,27,112,1,112,1,112,1
28917500,5,95,0,6.108985,0,0,0,102,1,112,0,102,1,95,1,18,46.13336,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,0,95,0,18,11.53334,3,30,108,0,108,0,112,0,112,0,112,1,112,0,95,0,18,11.53334,3,84,112,0,112,1,95,0,18,23.06668,3,27,112,0,112,1,112,1
28918000,5,95,0,6.108985,0,0,0,102,1,112,0,102,1,95,1,18,46.13336,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,0,95,0,18,0,3,30,108,0,108,0,112,0,112,0,112,1,112,0,95,0,18,0,3,84,112,0,112,1,95,0,18,0,3,27,112,0,112,1,112,1
28920000,5,95,0,6.11343,0,0,0,102,1,112,0,102,1,95,1,18,46.514627,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,0,95,0,18,0,3,30,108,0,108,0,112,0,112,0,112,1,112,0,95,0,18,0,3,84,112,0,112,1,95,0,18,0,3,27,112,0,112,1,112,1
28921500,5,95,0,6.11343,0,0,0,102,1,112,0,102,1,95,1,18,46.514627,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,1,95,0,18,0,3,30,108,0,108,0,112,0,112,0,112,1,112,0,95,0,18,0,3,84,112,0,112,1,95,0,18,0,3,27,112,1,112,1,112,1
28922000,5,95,0,6.11343,0,0,0,102,1,112,0,102,1,95,0,18,46.514627,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,1,95,0,18,11.628657,3,30,108,0,108,0,112,0,112,0,112,1,112,0,95,0,18,11.628657,3,84,112,0,112,1,95,1,18,23.257314,3,27,112,1,112,1,112,1
28931500,5,95,0,6.11343,0,0,0,102,1,112,0,102,1,95,0,18,46.514627,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,1,95,0,18,11.628657,3,30,108,0,108,0,112,0,112,0,112,1,112,0,95,1,18,11.628657,3,84,112,0,112,1,95,0,18,23.257314,3,27,112,1,112,1,112,1
28932000,5,95,0,6.11343,0,0,0,102,1,112,0,102,1,95,0,18,46.514627,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,1,95,0,18,11.628657,3,30,108,0,108,0,112,0,112,0,112,1,112,0,95,1,18,11.628657,3,84,112,0,112,0,95,0,18,23.257314,3,27,112,1,112,1,112,0
28932500,5,95,0,6.11343,0,0,0,102,1,112,0,102,1,95,0,18,46.514627,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,1,95,0,18,11.628657,3,30,108,0,108,0,112,0,112,0,112,1,112,0,95,1,18,0,3,84,112,0,112,0,95,0,18,23.257314,3,27,112,1,112,1,112,0
28945000,5,95,0,6.11343,0,0,0,102,1,112,0,102,1,95,0,18,46.514627,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,1,95,0,18,11.628657,3,30,108,0,108,0,112,0,112,0,112,1,112,0,95,1,18,0,3,84,112,0,112,1,95,0,18,23.257314,3,27,112,1,112,1,112,1
28945500,5,95,0,6.11343,0,0,0,102,1,112,0,102,1,95,0,18,46.514627,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,1,95,0,18,11.628657,3,30,108,0,108,0,112,0,112,0,112,1,112,0,95,0,18,11.628657,3,84,112,0,112,1,95,1,18,23.257314,3,27,112,1,112,1,112,1
28955000,5,95,0,6.11343,0,0,0,102,1,112,0,102,1,95,1,18,46.514627,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,1,95,0,18,11.628657,3,30,108,0,108,0,112,0,112,0,112,1,112,0,95,0,18,11.628657,3,84,112,0,112,1,95,0,18,23.257314,3,27,112,1,112,1,112,1
28955500,5,95,0,6.11343,0,0,0,102,1,112,0,102,1,95,1,18,46.514627,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,0,95,0,18,11.628657,3,30,108,0,108,0,112,0,112,0,112,1,112,0,95,0,18,11.628657,3,84,112,0,112,1,95,0,18,23.257314,3,27,112,0,112,1,112,1
28956000,5,95,0,6.11343,0,0,0,102,1,112,0,102,1,95,1,18,46.514627,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,0,95,0,18,0,3,30,108,0,108,0,112,0,112,0,112,1,112,0,95,0,18,0,3,84,112,0,112,1,95,0,18,0,3,27,112,0,112,1,112,1
28960500,5,95,0,6.11343,0,0,0,102,1,112,0,102,1,95,1,18,46.514627,3,30,116,0,116,0,116,0,102,1,102,1,112,1,112,0,95,0,18,0,3,30,108,0,108,0,112,0,112,1,112,1,112,0,95,0,18,0,3,84,112,0,112,1,95,0,18,0,3,27,112,0,112,1,112,1
28961000,5,95,0,6.11343,0,0,0,102,1,112,0,102,1,95,0,18,46.514627,3,30,116,0,116,0,116,0,102,1,102,1,112,1,112,0,95,1,18,23.257314,3,30,108,0,108,0,112,0,112,1,112,1,112,0,95,0,18,5.814328,3,84,112,0,112,1,95,0,18,11.628657,3,27,112,0,112,1,112,1
28961500,5,95,0,6.11343,0,0,0,102,1,112,0,102,1,95,0,18,46.514627,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,0,95,1,18,23.257314,3,30,108,0,108,0,112,0,112,0,112,1,112,0,95,0,18,5.814328,3,84,112,0,112,1,95,0,18,11.628657,3,27,112,0,112,1,112,1
28962000,5,95,0,6.11343,0,0,0,102,1,112,0,102,1,95,0,18,46.514627,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,0,95,1,18,0,3,30,108,0,108,0,112,0,112,0,112,1,112,0,95,0,18,0,3,84,112,0,112,1,95,0,18,0,3,27,112,0,112,1,112,1
28971000,5,95,0,6.11343,0,0,0,102,1,112,0,102,1,95,0,18,46.514627,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,0,95,1,18,0,3,30,108,0,108,0,112,0,112,0,112,1,112,1,95,0,18,0,3,84,112,1,112,1,95,0,18,0,3,27,112,0,112,1,112,1
28971500,5,95,0,6.11343,0,0,0,102,1,112,0,102,1,95,0,18,46.514627,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,0,95,0,18,0,3,30,108,0,108,0,112,0,112,0,112,1,112,1,95,1,18,0,3,84,112,1,112,1,95,0,18,0,3,27,112,0,112,1,112,1
28972000,5,95,0,6.11343,0,0,0,102,1,112,0,102,1,95,0,18,46.514627,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,0,95,0,18,0,3,30,108,0,108,0,112,0,112,0,112,1,112,0,95,1,18,0,3,84,112,0,112,1,95,0,18,0,3,27,112,0,112,1,112,1
28980000,5,95,0,6.117962,0,0,0,102,1,112,0,102,1,95,0,18,46.895894,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,0,95,0,18,0,3,30,108,0,108,0,112,0,112,0,112,1,112,0,95,1,18,0,3,84,112,0,112,1,95,0,18,0,3,27,112,0,112,1,112,1
28988000,5,95,0,6.117962,0,0,0,102,1,112,0,102,1,95,0,18,46.895894,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,0,95,0,18,0,3,30,108,0,108,0,112,0,112,0,112,1,112,1,95,1,18,0,3,84,112,1,112,1,95,0,18,0,3,27,112,0,112,1,112,1
28988500,5,95,0,6.117962,0,0,0,102,1,112,0,102,1,95,0,18,46.895894,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,0,95,1,18,0,3,30,108,0,108,0,112,0,112,0,112,1,112,1,95,0,18,0,3,84,112,1,112,1,95,0,18,0,3,27,112,0,112,1,112,1
28989000,5,95,0,6.117962,0,0,0,102,1,112,0,102,1,95,0,18,46.895894,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,0,95,1,18,0,3,30,108,0,108,0,112,0,112,0,112,1,112,0,95,0,18,0,3,84,112,0,112,1,95,0,18,0,3,27,112,0,112,1,112,1
28989500,5,95,0,6.117962,0,0,0,102,1,112,0,102,1,95,0,18,46.895894,3,30,116,0,116,0,116,0,102,1,102,1,112,0,112,0,95,1,18,0,3,30,108,396,108,0,112,0,112,0,112,1,112,0,95,0,18,0,3,84,112,0,112,1,95,0,18,0,3,27,112,0,112,1,112,1
